Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid Location
01b6b82321b09e07bfa3bcc72aaed2a7e5c96602,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,337,1.3,17031071200,17031080300,7,8,5,0,2.36,7.359999999999999,false,1,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303)
01e46a6327c61dc09f8ca42369a74802a69551bf,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,215,1.2,,,22,24,7.5,0,1.02,8.52,false,1,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941)
02051e517e227650e268bdd0ffe009def9a2ab75,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,724,9.2,17031320400,17031691200,32,69,15,0,3.94,18.94,false,1,41.8774061234,-87.6219716519,POINT (-87.6219716519 41.8774061234),41.7544341714,-87.632184554,POINT (-87.632184554 41.7544341714)
0207218776f774621f3dc27af8263d0ad0b539af,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,889,4.3,,,6,28,12.5,0,3.09,15.59,false,1,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383)
02a1d4ebe0c3a506e122af2691563fd9b0b1f442,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1099,3.2,17031839100,17031081500,32,8,15,0,0,15,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809)
02a26645383576883f66a648e41d1d71ab71aee0,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1302,11.1,17031081100,17031400400,8,40,20,0,4.27,24.27,false,1,41.9002212967,-87.6291051864,POINT (-87.6291051864 41.9002212967),41.7911260852,-87.6183216222,POINT (-87.6183216222 41.7911260852)
02a6b5fd3b3d6e2e4627f77379e5d39a560cde33,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,568,2.3,17031330100,17031839000,33,32,15,0,1.02,16.02,false,1,41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715),41.8710158803,-87.6314065252,POINT (-87.6314065252 41.8710158803)
02bb1e2db87fd98e74b74d311941f47d9e41c1e7,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,562,2.2,17031080300,17031280100,8,28,7.5,0,2.86,10.36,false,1,41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303),41.8853000224,-87.6428084655,POINT (-87.6428084655 41.8853000224)
02d90f5c5293cb20e3ff31f1329408c924c73539,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,935,7.5,17031320400,17031210100,32,21,12.5,0,3.51,16.009999999999998,false,1,41.8774061234,-87.6219716519,POINT (-87.6219716519 41.8774061234),41.9428725376,-87.701330291,POINT (-87.701330291 41.9428725376)
0306ba0a647a46599b611ff3e027e74d8bedeaa9,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,171,0.7,,,19,19,5,0,2.99,7.99,false,1,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555)
03180e7b1ebad2b2dfaeb38e5c295ea087174770,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2619,12.4,17031081401,17031431400,8,43,22.5,0,1.02,23.52,false,1,41.8950334495,-87.6197106717,POINT (-87.6197106717 41.8950334495),41.7559614313,-87.551994147,POINT (-87.551994147 41.7559614313)
032939259b1bb2b8e2e6fc78a858b0ea1ca5efcb,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,661,1.1,,,28,32,5,0,2.36,7.359999999999999,false,1,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841)
03382956e81eba1ab701b2522f9f8b403fa286ca,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,796,3.0,17031831900,17031040201,6,4,7.5,0,2.58,10.08,false,1,41.9451704528,-87.6687944391,POINT (-87.6687944391 41.9451704528),41.9725808001,-87.6940010612,POINT (-87.6940010612 41.9725808001)
03680a1798466f21d8729a90ab8be32fb968c8ba,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,226,0.5,17031062200,17031062100,6,6,5,6,2.51,13.51,false,1,41.9425851797,-87.6566440918,POINT (-87.6566440918 41.9425851797),41.9426918444,-87.6517705068,POINT (-87.6517705068 41.9426918444)
036e1d62f5e2e0c2e2a246ed6fcd1b580581b71c,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,255,1.2,,,61,58,5,0,2.36,7.359999999999999,false,1,41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079)
038430a4595fc5bb2a993e9bf3976f5555dedf1e,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,465,2.4,,,42,40,7.5,0,2.45,9.95,false,1,41.7788768603,-87.5949254391,POINT (-87.5949254391 41.7788768603),41.7923572233,-87.6179313803,POINT (-87.6179313803 41.7923572233)
03edca80cfc48a9e20c1a2a49c6923e24d2683a9,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1386,15.7,,,56,21,25,0,6.02,31.02,false,1,41.7925923603,-87.7696154528,POINT (-87.7696154528 41.7925923603),41.9386661962,-87.7112105933,POINT (-87.7112105933 41.9386661962)
04311aeb4b964ddeb9b346f6a274db4613ce2b25,01/01/2022 12:00:00 AM,01/01/2022 01:00:00 AM,3203,35.8,17031830700,,3,,47.5,7,10.97,65.47,false,1,41.958055933,-87.6603894557,POINT (-87.6603894557 41.958055933),,,
045484fa6c945dfaf05f6f6babf90a2dcfd54af4,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,665,3.2,17031833000,17031070300,28,7,10,0,2.62,12.620000000000001,false,1,41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201),41.9290469366,-87.6513108767,POINT (-87.6513108767 41.9290469366)
0458635291f4c7ab57a46f6266c042601762c26a,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2239,2.1,17031081402,17031842300,8,24,7.5,0,6.52,14.02,false,1,41.8919715078,-87.6129454143,POINT (-87.6129454143 41.8919715078),41.8983058696,-87.6536139825,POINT (-87.6536139825 41.8983058696)
045ba2cc6d067fd45abf907d6edb7ed9daa02839,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,622,1.5,17031320100,17031320600,32,32,7.5,0,2.37,9.870000000000001,false,1,41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918),41.8706073724,-87.6221729369,POINT (-87.6221729369 41.8706073724)
04767642defd6a3825d089ae66183906a89b902d,01/01/2022 12:00:00 AM,01/01/2022 01:15:00 AM,3905,44.5,17031040402,,4,,55,0,11.25,66.25,false,1,41.9725625375,-87.6788459662,POINT (-87.6788459662 41.9725625375),,,
047beb8fb3fe36847f2a2054753f125c90de9811,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,426,2.5,,,,1,7.5,0,2.92,10.42,false,1,,,,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806)
0481d486d136ccc352ecc5e9441741bef90b2923,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,726,3.6,,,14,77,10,0,2.88,12.879999999999999,false,1,41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999)
04cf860e56a7e6daa27b50b6d6493d27878c9ece,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1701,19.6,17031980100,,56,,50,0,11.36,61.36,false,1,41.785998518,-87.7509342894,POINT (-87.7509342894 41.785998518),,,
04d2fc657a7631ad807ef3801713c06400da9318,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,696,3.2,,,7,5,12.5,3,2.61,18.11,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865)
04d8dfc396f7d3ab56e46610ee813b747a68a162,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,797,5.9,,,7,3,12.5,0,3.18,15.68,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197)
05068df0f5b82f0f45226faace57f9881f4b857a,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,703,1.4,17031081500,17031833000,8,28,12.5,0,0,12.5,false,1,41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809),41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201)
051380f9b793bedc32da7f55d04049590d3cc6d4,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,662,2.9,,,,2,7.5,0,3.01,10.51,false,1,,,,42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027)
0541805ca1f58294a5c01533f28ad95c737ee1c1,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,457,1.1,17031839100,17031833000,32,28,5,0,2.36,7.359999999999999,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201)
058685e7b863cb3ca6916140a2543f5ff8286585,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,561,0.6,17031081600,17031081800,8,8,5,0,2.36,7.359999999999999,false,1,41.8920726347,-87.6288741572,POINT (-87.6288741572 41.8920726347),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595)
0596c546a4995e1aaed0e26bf0e3ef8129da887b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,773,3.6,17031080202,17031832400,8,22,10,0,3.07,13.07,false,1,41.9058577688,-87.6308650266,POINT (-87.6308650266 41.9058577688),41.9157411934,-87.6922563262,POINT (-87.6922563262 41.9157411934)
05bd283fdd9eb70671d195c187180cdcbb971fbf,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,385,1.7,17031842300,17031081000,24,8,7.5,0,2.36,9.86,false,1,41.8983058696,-87.6536139825,POINT (-87.6536139825 41.8983058696),41.9002656868,-87.6321092196,POINT (-87.6321092196 41.9002656868)
05f6b09ea27e8483ad3c9c8923fc7ee1a439932d,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1158,8.7,,,,28,22.5,0,1.02,23.52,false,1,,,,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383)
063eba591f817f6dc0680398d09392517de7216b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,826,3.3,17031071400,17031833000,7,28,10,0,2.8,12.8,false,1,41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541),41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201)
064369f958e2be6327229647f80a08d0e685b2b4,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1714,18.5,,,,49,30,0,1.02,31.02,false,1,,,,41.7065878819,-87.6233665115,POINT (-87.6233665115 41.7065878819)
065577572a400196c5c25ecaa4bd0e0dd3a96eec,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,910,9.7,,,28,,15,0,4.48,19.48,false,1,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),,,
06635b0de4388f4cf06e405213f7583e54b35f0d,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1116,15.1,17031081800,17031770700,8,,22.5,0,5.1,27.6,false,1,41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595),41.9827750091,-87.8773053996,POINT (-87.8773053996 41.9827750091)
06989b607766b7218053e01dcce15f324093093d,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1398,12.1,17031071200,17031090200,7,9,15,3,5.05,23.05,false,1,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),42.0056080233,-87.8130981301,POINT (-87.8130981301 42.0056080233)
06d419da95e7d6cc0a4300c1c89a775fdeb57439,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,2304,4.2,17031081000,17031081403,8,8,17.5,0,2.82,20.32,false,1,41.9002656868,-87.6321092196,POINT (-87.6321092196 41.9002656868),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259)
06eabc43e918f8af93214a681f6baa6764d20e8b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1092,6.5,,,32,39,12.5,0,3.31,15.81,false,1,41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),41.8089162826,-87.5961833442,POINT (-87.5961833442 41.8089162826)
072027303fd11a79b0a0a25f40408942c0cb80e1,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,340,1.4,,,22,22,7.5,0,1.02,8.52,false,1,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
07c2ca9067f17dba24afd47199473c3cc2e00bb7,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,829,5.6,17031831100,17031071500,21,7,12.5,5,3.32,20.82,false,1,41.942859303,-87.717503858,POINT (-87.717503858 41.942859303),41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864)
08417939a14e60d0f3346fe78e02d2bd94a26672,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,774,3.5,17031243500,17031070101,24,7,10,0,2.68,12.68,false,1,41.8926581076,-87.6525344838,POINT (-87.6525344838 41.8926581076),41.9292629902,-87.6358909539,POINT (-87.6358909539 41.9292629902)
086409d049bf9b32047d3f025bdad8411ae74af5,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2636,2.6,17031839100,17031081800,32,8,17.5,0,2.48,19.98,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595)
08a0b00bba179be819dcb3edfef8f32723e48d95,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,183,0.9,,,61,58,5,6,2.36,13.36,false,1,41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079)
08a3696f5b066d5587f29a4ea3b677b8bba11062,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,322,1.3,17031242000,17031241500,24,24,7.5,0,2.87,10.370000000000001,false,1,41.8997373884,-87.6649539167,POINT (-87.6649539167 41.8997373884),41.9083786693,-87.6709450752,POINT (-87.6709450752 41.9083786693)
08d6261f650202861cee5f5f6aadbf4d33ef4648,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,422,2.4,,,38,41,10,1,1.02,12.02,false,1,41.8129489392,-87.6178596758,POINT (-87.6178596758 41.8129489392),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
09200aa3d341aac1a602a677a8b8b942f8604bbe,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,874,4.2,,,16,3,10,0,2.83,12.83,false,1,41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197)
09291c6dcb6108f8579e5bc5218e7d3557a95b4d,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1664,21.8,,,42,,27.5,0,6.52,34.019999999999996,false,1,41.7788768603,-87.5949254391,POINT (-87.5949254391 41.7788768603),,,
093d00495499738f1e5591b54652a31851b6156c,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,734,9.3,17031100100,17031240200,10,24,15,0,4.5,19.5,false,1,41.9895838002,-87.7830132797,POINT (-87.7830132797 41.9895838002),41.9124318691,-87.6701891476,POINT (-87.6701891476 41.9124318691)
096b61b3b3741d0b3992c36a9c3774ead2ce9398,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,333,2.3,,,,13,7.5,0,2.43,9.93,false,1,,,,41.9836363072,-87.7235831853,POINT (-87.7235831853 41.9836363072)
0985eadfa8559c7a300b88e534d005d3b5a84138,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,779,3.2,17031081700,17031063301,8,6,10,0,4.05,14.05,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.9345397158,-87.6430228044,POINT (-87.6430228044 41.9345397158)
09a907c1120376d2fe96f18e9a53803dc4e3bbfe,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,560,1.3,,,28,8,7.5,0,2.36,9.86,false,1,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111)
09c72c13d21181709308e3692947e812cf32c3fc,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,484,1.9,,,7,22,5,0,2.36,7.359999999999999,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
0a3c84dbdab3037c6c82fa5a2f6b9aff298763f4,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,411,2.0,17031842200,17031280100,8,28,5,5,2.36,12.36,false,1,41.9049353016,-87.6499072264,POINT (-87.6499072264 41.9049353016),41.8853000224,-87.6428084655,POINT (-87.6428084655 41.8853000224)
0a5ee50868f19cd9cd41849f1c0d085c4d9fc1a5,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1617,17.1,17031980000,17031071400,76,7,35,0,10.75,45.75,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541)
0a617c2544363e83e0a8fda861f932f759d3bb91,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,2342,9.0,,,22,22,15,5,3.84,23.84,false,1,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
0a7c74a13ebcdf432f108c03c9fd243f9c0107cb,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,704,2.6,,,29,29,10,0,2.48,12.48,false,1,41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
0abd53d8dfd0bfcc77538f52b8cd19ed1870e970,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,792,4.9,17031839100,17031230900,32,23,12.5,0,3.35,15.85,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.9066839592,-87.7103539349,POINT (-87.7103539349 41.9066839592)
0aef9fe5f360ece9a3c16a53400979dd022fc14a,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,578,2.8,,,32,60,5,0,2.53,7.529999999999999,false,1,41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),41.8361501547,-87.6487879519,POINT (-87.6487879519 41.8361501547)
0afed3882f96de70e55774df7845412ac8fc8d15,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,304,2.0,17031833100,17031242000,28,24,5,0,3.06,8.06,false,1,41.8790669938,-87.657005027,POINT (-87.657005027 41.8790669938),41.8997373884,-87.6649539167,POINT (-87.6649539167 41.8997373884)
0b1e0355433dc69deb29aec528d57b6dd4754339,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1560,16.6,17031833000,17031810000,28,,27.5,7,5.88,40.38,false,1,41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201),,,
0b27bcf63a7108f08201c60c8d8c8e4dc5e02e11,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,989,2.3,17031071400,17031081700,7,8,10,2,2.43,14.43,false,1,41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541),41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365)
0b2e748cdda6ee8d2dc7bed69de1d98bdca2263e,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,407,1.3,17031080300,17031081700,8,8,7.5,0,3.5,11,false,1,41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303),41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365)
0b38ce3f58bd11ebe9d76d437fb7d1e2f6abde9e,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,265,1.2,17031834000,17031730100,49,73,5,0,2.36,7.359999999999999,false,1,41.7275849467,-87.6295663156,POINT (-87.6295663156 41.7275849467),41.7251769027,-87.6384771827,POINT (-87.6384771827 41.7251769027)
0b6bd9d3f68d4606726ac9416813757db873de39,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1571,15.0,17031090200,,9,,25,6,5.28,36.28,false,1,42.0056080233,-87.8130981301,POINT (-87.8130981301 42.0056080233),,,
0b84788b6f98f18936b8ed59cb6a713596785ec2,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,641,2.7,17031060900,17031040402,6,4,7.5,0,2.51,10.01,false,1,41.949829346,-87.6439653703,POINT (-87.6439653703 41.949829346),41.9725625375,-87.6788459662,POINT (-87.6788459662 41.9725625375)
0ba76a39e46aa77e7fed24ed5f3ac0de1e74ba91,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1540,9.3,,,,19,15,0,1.02,16.02,false,1,,,,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555)
0ba829f2553e9e0937242c8222fba6b68bfc3c0a,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,438,1.8,17031240500,17031243300,24,24,5,0,2.41,7.41,false,1,41.9119723006,-87.6836429218,POINT (-87.6836429218 41.9119723006),41.8924931672,-87.6647458359,POINT (-87.6647458359 41.8924931672)
0bca2aa214b9558b7437725b2a3814968843ddb6,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1069,6.1,,,15,6,15,3,3.22,21.22,false,1,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014)
0bdf003c66c0825ce2b89176df6ee12bdcf80446,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1324,10.7,17031071200,17031090200,7,9,32.5,0,6.15,38.65,false,1,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),42.0056080233,-87.8130981301,POINT (-87.8130981301 42.0056080233)
0bf90b160ffcacef61645550b30d4b273fc5f418,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,187,0.7,,,24,22,5,0,2.36,7.359999999999999,false,1,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
0c2c20271c3240367a150da5081c05358e874679,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,428,2.8,17031081800,17031241500,8,24,7.5,1,2.62,11.120000000000001,false,1,41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595),41.9083786693,-87.6709450752,POINT (-87.6709450752 41.9083786693)
0c764a9c9f921472a98c07ffddc163c581b42f5e,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1421,5.6,17031330100,17031842200,33,8,20,0,6.02,26.02,false,1,41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715),41.9049353016,-87.6499072264,POINT (-87.6499072264 41.9049353016)
0c7fea2dc4a07dac2b39ef96df671a74ae14eef9,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1460,12.0,,,27,61,17.5,1,4.46,22.96,false,1,41.8789144956,-87.7058971305,POINT (-87.7058971305 41.8789144956),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499)
